timestamp,open,high,low,close,volume
2019-02-01,1122.2900,1134.4000,1114.2500,1118.6200,1655813
2019-01-31,1112.2400,1127.6700,1105.2500,1125.8900,2011572
2019-01-30,1077.3600,1099.5200,1076.6400,1097.9900,1472647
2019-01-29,1081.0400,1084.7300,1066.0200,1070.0600,985248
2019-01-28,1090.0700,1093.3700,1074.6100,1079.8600,1466714
2019-01-25,1094.2300,1103.3600,1091.8000,1101.5100,1163788
2019-01-24,1082.5100,1088.0000,1070.0200,1084.0000,1455948
2019-01-23,1086.8600,1092.9500,1067.5700,1084.4100,1259738
2019-01-22,1096.0000,1098.9700,1070.8900,1078.6300,1981594
2019-01-18,1108.5900,1118.0000,1099.2800,1107.3000,2244569
2019-01-17,1087.9900,1100.7000,1083.2600,1099.1200,1244801
2019-01-16,1090.0000,1102.3600,1088.0100,1089.5100,1914041
2019-01-15,1058.0100,1088.2700,1054.4400,1086.5100,1875852
2019-01-14,1053.3400,1058.4500,1048.5500,1051.5100,1424486
2019-01-11,1069.9000,1073.3700,1056.4300,1064.4700,1543238
2019-01-10,1074.9400,1079.8100,1064.6800,1078.8300,1329861
2019-01-09,1087.9900,1091.6400,1074.3700,1081.6500,1349912
2019-01-08,1086.0000,1093.3500,1068.3500,1085.3700,1770654
2019-01-07,1080.9700,1082.7000,1062.6400,1075.9200,2372667
2019-01-04,1042.5600,1080.0000,1036.8600,1078.0700,2301428
2019-01-03,1050.6700,1066.2600,1022.3700,1025.4700,2097957
2019-01-02,1027.2000,1060.7900,1025.2800,1054.6800,1593395
2018-12-31,1057.8300,1062.9900,1033.0400,1044.9600,1655504
2018-12-28,1059.5000,1064.2300,1042.0000,1046.6800,1718352
2018-12-27,1026.2000,1053.3400,1007.0000,1052.9000,2299806
2018-12-26,997.9900,1048.4500,992.6450,1047.8500,2315862
2018-12-24,984.3200,1012.1200,977.6599,984.6700,1817955
2018-12-21,1032.0400,1037.6700,981.1900,991.2500,5232490
2018-12-20,1026.0000,1047.4400,1007.8600,1023.5800,2683670
2018-12-19,1047.2900,1075.7100,1019.4300,1035.4600,2913237
2018-12-18,1034.0000,1059.6900,1030.4800,1043.4100,2182019
2018-12-17,1047.0100,1062.3800,1016.6300,1025.6500,2496551
2018-12-14,1060.0200,1071.7200,1049.3700,1051.7100,1817949
2018-12-13,1075.6700,1088.4200,1064.9900,1073.5400,1249403
2018-12-12,1077.0800,1091.7300,1071.9700,1073.7300,1447973
2018-12-11,1066.9400,1070.4000,1050.1000,1061.6500,1692576
2018-12-10,1042.9400,1059.6000,1033.0000,1053.1800,1682646
